transit_timestamp,bus_route,total_ridership
2025-01-01 01:00:00,B41,82
2025-01-01 01:00:00,B42,3
2025-01-01 01:00:00,B43,92
2025-01-01 01:00:00,B44,90
2025-01-01 01:00:00,B44+,0
2025-01-01 01:00:00,B45,22
2025-01-01 01:00:00,B46,100
2025-01-01 01:00:00,B46+,0
2025-01-01 01:00:00,B47,24
2025-01-01 01:00:00,B48,59
2025-01-01 01:00:00,B49,45
2025-01-01 01:00:00,B52,12
2025-01-01 01:00:00,B54,66
2025-01-01 01:00:00,B57,0
2025-01-01 01:00:00,B6,58
2025-01-01 01:00:00,B60,75
2025-01-01 01:00:00,B61,44
2025-01-01 01:00:00,B62,76
2025-01-01 01:00:00,B63,65
2025-01-01 01:00:00,B64,6
2025-01-01 01:00:00,B65,4
2025-01-01 01:00:00,B67,24
2025-01-01 01:00:00,B68,17
2025-01-01 01:00:00,B69,0
2025-01-01 01:00:00,B7,5
2025-01-01 01:00:00,B70,9
2025-01-01 01:00:00,B74,0
2025-01-01 01:00:00,B8,34
2025-01-01 01:00:00,B82,68
2025-01-01 01:00:00,B82+,0
2025-01-01 01:00:00,B83,3
2025-01-01 01:00:00,B84,0
2025-01-01 01:00:00,B9,4
2025-01-01 01:00:00,B90,0
2025-01-01 01:00:00,B91,0
2025-01-01 01:00:00,B91A,0
2025-01-01 01:00:00,B92,0
2025-01-01 01:00:00,B93,0
2025-01-01 01:00:00,B94,0
2025-01-01 01:00:00,B96,0
2025-01-01 01:00:00,B98,0
2025-01-01 01:00:00,B98V,0
2025-01-01 01:00:00,B99,0
2025-01-01 01:00:00,BM1,0
2025-01-01 01:00:00,BM2,4
2025-01-01 01:00:00,BM3,0
2025-01-01 01:00:00,BM4,0
2025-01-01 01:00:00,BM5,0
2025-01-01 01:00:00,BX1,25
2025-01-01 01:00:00,BX10,14
2025-01-01 01:00:00,BX11,15
2025-01-01 01:00:00,BX12,40
2025-01-01 01:00:00,BX12+,4
2025-01-01 01:00:00,BX13,11
2025-01-01 01:00:00,BX15,15
2025-01-01 01:00:00,BX16,5
2025-01-01 01:00:00,BX17,0
2025-01-01 01:00:00,BX18,0
2025-01-01 01:00:00,BX18A,7
2025-01-01 01:00:00,BX18B,11
2025-01-01 01:00:00,BX19,62
2025-01-01 01:00:00,BX2,7
2025-01-01 01:00:00,BX20,0
2025-01-01 01:00:00,BX21,9
2025-01-01 01:00:00,BX22,12
2025-01-01 01:00:00,BX23,0
2025-01-01 01:00:00,BX24,1
2025-01-01 01:00:00,BX25,0
2025-01-01 01:00:00,BX26,0
2025-01-01 01:00:00,BX27,4
2025-01-01 01:00:00,BX28,22
2025-01-01 01:00:00,BX29,6
2025-01-01 01:00:00,BX3,8
2025-01-01 01:00:00,BX30,0
2025-01-01 01:00:00,BX31,9
2025-01-01 01:00:00,BX32,0
2025-01-01 01:00:00,BX33,0
2025-01-01 01:00:00,BX34,0
2025-01-01 01:00:00,BX35,6
2025-01-01 01:00:00,BX36,34
2025-01-01 01:00:00,BX38,0
2025-01-01 01:00:00,BX39,1
2025-01-01 01:00:00,BX4,4
2025-01-01 01:00:00,BX40,17
2025-01-01 01:00:00,BX41,15
2025-01-01 01:00:00,BX41+,0
2025-01-01 01:00:00,BX42,4
2025-01-01 01:00:00,BX46,0
2025-01-01 01:00:00,BX4A,0
2025-01-01 01:00:00,BX5,2
2025-01-01 01:00:00,BX6,34
2025-01-01 01:00:00,BX6+,0
2025-01-01 01:00:00,BX7,10
2025-01-01 01:00:00,BX8,0
2025-01-01 01:00:00,BX9,19
2025-01-01 01:00:00,BX90,0
2025-01-01 01:00:00,BX92,0
2025-01-01 01:00:00,BX95,0
2025-01-01 01:00:00,BX99,0
2025-01-01 01:00:00,BXM1,2
2025-01-01 01:00:00,BXM10,0
2025-01-01 01:00:00,BXM11,0
2025-01-01 01:00:00,BXM18,0
2025-01-01 01:00:00,BXM2,0
2025-01-01 01:00:00,BXM3,0
2025-01-01 01:00:00,BXM4,1
2025-01-01 01:00:00,BXM6,0
2025-01-01 01:00:00,BXM7,8
2025-01-01 01:00:00,BXM8,11
2025-01-01 01:00:00,BXM9,0
2025-01-01 01:00:00,D90,0
2025-01-01 01:00:00,D99,0
2025-01-01 01:00:00,F1,0
2025-01-01 01:00:00,J90,0
2025-01-01 01:00:00,J99,0
2025-01-01 01:00:00,L90,0
2025-01-01 01:00:00,L91,0
2025-01-01 01:00:00,L92,0
2025-01-01 01:00:00,M1,9
2025-01-01 01:00:00,M10,21
2025-01-01 01:00:00,M100,9
2025-01-01 01:00:00,M101,183
2025-01-01 01:00:00,M102,29
2025-01-01 01:00:00,M103,63
2025-01-01 01:00:00,M104,41
2025-01-01 01:00:00,M106,0
2025-01-01 01:00:00,M11,10
2025-01-01 01:00:00,M116,18
2025-01-01 01:00:00,M12,0
2025-01-01 01:00:00,M125,19
2025-01-01 01:00:00,M14A,0
2025-01-01 01:00:00,M14A+,49
2025-01-01 01:00:00,M14D,0
2025-01-01 01:00:00,M14D+,52
2025-01-01 01:00:00,M15,469
2025-01-01 01:00:00,M15+,21
2025-01-01 01:00:00,M2,46
2025-01-01 01:00:00,M20,1
2025-01-01 01:00:00,M21,0
2025-01-01 01:00:00,M22,2
2025-01-01 01:00:00,M23+,103
2025-01-01 01:00:00,M3,21
2025-01-01 01:00:00,M31,8
2025-01-01 01:00:00,M34+,3
2025-01-01 01:00:00,M34A+,7
2025-01-01 01:00:00,M35,0
2025-01-01 01:00:00,M4,0
2025-01-01 01:00:00,M42,23
2025-01-01 01:00:00,M5,3
2025-01-01 01:00:00,M50,0
2025-01-01 01:00:00,M55,3
2025-01-01 01:00:00,M57,8
2025-01-01 01:00:00,M60+,72
2025-01-01 01:00:00,M66,25
2025-01-01 01:00:00,M7,37
2025-01-01 01:00:00,M72,0
2025-01-01 01:00:00,M79+,34
2025-01-01 01:00:00,M8,3
2025-01-01 01:00:00,M86+,95
2025-01-01 01:00:00,M9,0
2025-01-01 01:00:00,M90,0
2025-01-01 01:00:00,M96,48
2025-01-01 01:00:00,M98,0
2025-01-01 01:00:00,M99,0
2025-01-01 01:00:00,Q06,31
2025-01-01 01:00:00,Q07,3
2025-01-01 01:00:00,Q08,0
2025-01-01 01:00:00,Q09,1
2025-01-01 01:00:00,Q1,35
2025-01-01 01:00:00,Q10,66
2025-01-01 01:00:00,Q100,20
2025-01-01 01:00:00,Q101,18
2025-01-01 01:00:00,Q102,19
2025-01-01 01:00:00,Q103,0
2025-01-01 01:00:00,Q104,0
2025-01-01 01:00:00,Q107,0
2025-01-01 01:00:00,Q108,0
2025-01-01 01:00:00,Q109,0
2025-01-01 01:00:00,Q11,9
2025-01-01 01:00:00,Q110,29
2025-01-01 01:00:00,Q111,37
2025-01-01 01:00:00,Q112,0
2025-01-01 01:00:00,Q113,0
2025-01-01 01:00:00,Q114,22
2025-01-01 01:00:00,Q115,0
2025-01-01 01:00:00,Q12,30
2025-01-01 01:00:00,Q121,0
2025-01-01 01:00:00,Q13,26
2025-01-01 01:00:00,Q14,0
2025-01-01 01:00:00,Q15,2
2025-01-01 01:00:00,Q15A,0
2025-01-01 01:00:00,Q16,4
2025-01-01 01:00:00,Q17,51
2025-01-01 01:00:00,Q18,33
2025-01-01 01:00:00,Q19,0
2025-01-01 01:00:00,Q2,50
2025-01-01 01:00:00,Q20,0
2025-01-01 01:00:00,Q20A,29
2025-01-01 01:00:00,Q20B,0
2025-01-01 01:00:00,Q21,4
2025-01-01 01:00:00,Q22,4
2025-01-01 01:00:00,Q23,87
2025-01-01 01:00:00,Q24,15
2025-01-01 01:00:00,Q25,89
2025-01-01 01:00:00,Q26,0
2025-01-01 01:00:00,Q27,79
2025-01-01 01:00:00,Q28,22
2025-01-01 01:00:00,Q29,9
2025-01-01 01:00:00,Q3,36
2025-01-01 01:00:00,Q30,0
2025-01-01 01:00:00,Q31,0
2025-01-01 01:00:00,Q32,50
2025-01-01 01:00:00,Q33,90
2025-01-01 01:00:00,Q34,0
2025-01-01 01:00:00,Q35,4
2025-01-01 01:00:00,Q36,15
2025-01-01 01:00:00,Q37,15
2025-01-01 01:00:00,Q38,0
2025-01-01 01:00:00,Q39,5
2025-01-01 01:00:00,Q4,43
2025-01-01 01:00:00,Q40,11
2025-01-01 01:00:00,Q41,3
2025-01-01 01:00:00,Q42,0
2025-01-01 01:00:00,Q43,45
2025-01-01 01:00:00,Q44+,27
2025-01-01 01:00:00,Q45,0
2025-01-01 01:00:00,Q46,59
2025-01-01 01:00:00,Q47,0
2025-01-01 01:00:00,Q48,10
2025-01-01 01:00:00,Q49,32
2025-01-01 01:00:00,Q5,34
2025-01-01 01:00:00,Q50,5
2025-01-01 01:00:00,Q51,0
2025-01-01 01:00:00,Q52+,0
2025-01-01 01:00:00,Q53+,22
2025-01-01 01:00:00,Q54,40
2025-01-01 01:00:00,Q55,17
2025-01-01 01:00:00,Q56,14
2025-01-01 01:00:00,Q58,108
2025-01-01 01:00:00,Q59,27
2025-01-01 01:00:00,Q60,66
2025-01-01 01:00:00,Q61,0
2025-01-01 01:00:00,Q63,0
2025-01-01 01:00:00,Q64,35
2025-01-01 01:00:00,Q65,56
2025-01-01 01:00:00,Q66,76
2025-01-01 01:00:00,Q67,0
2025-01-01 01:00:00,Q69,8
2025-01-01 01:00:00,Q70+,1
2025-01-01 01:00:00,Q72,18
2025-01-01 01:00:00,Q74,0
2025-01-01 01:00:00,Q75,0
2025-01-01 01:00:00,Q76,0
2025-01-01 01:00:00,Q77,0
2025-01-01 01:00:00,Q80,0
2025-01-01 01:00:00,Q82,0
2025-01-01 01:00:00,Q83,33
2025-01-01 01:00:00,Q84,15
2025-01-01 01:00:00,Q85,33
2025-01-01 01:00:00,Q86,0
2025-01-01 01:00:00,Q87,0
2025-01-01 01:00:00,Q88,0
2025-01-01 01:00:00,Q89,0
2025-01-01 01:00:00,Q90,0
2025-01-01 01:00:00,Q92,0
2025-01-01 01:00:00,Q93,0
2025-01-01 01:00:00,Q94,0
2025-01-01 01:00:00,Q95,0
2025-01-01 01:00:00,Q96,0
2025-01-01 01:00:00,Q97,0
2025-01-01 01:00:00,Q98,0
2025-01-01 01:00:00,Q98V,0
2025-01-01 01:00:00,QM1,0
2025-01-01 01:00:00,QM10,0
2025-01-01 01:00:00,QM11,0
2025-01-01 01:00:00,QM12,0
2025-01-01 01:00:00,QM15,0
2025-01-01 01:00:00,QM16,0
2025-01-01 01:00:00,QM17,0
2025-01-01 01:00:00,QM18,0
2025-01-01 01:00:00,QM2,0
2025-01-01 01:00:00,QM20,0
2025-01-01 01:00:00,QM21,0
2025-01-01 01:00:00,QM24,0
2025-01-01 01:00:00,QM25,0
2025-01-01 01:00:00,QM3,0
2025-01-01 01:00:00,QM31,0
2025-01-01 01:00:00,QM32,0
2025-01-01 01:00:00,QM34,0
2025-01-01 01:00:00,QM35,0
2025-01-01 01:00:00,QM36,0
2025-01-01 01:00:00,QM4,0
